Job Title,Department,Earnings,meta_row_index,meta_row_id
CITY MANAGER,CITY MANAGER'S OFFICE,209450.02,0,c302f34b8a451a86778567f610052d7f0f80d21d
CITY ATTORNEY,CITY ATTORNEY'S OFFICE,176103.05,1,34a97ade64e6e46d4c18d10dc1f2d2c6998673ad
UTILITIES EXECUTIVE DIRECTOR,UTILITIES MANAGEMENT,165682.94,2,2af6b7f48f9248ef5c136bde14d83f305be1b53f
DEPUTY CITY MANAGER,CITY MANAGER'S OFFICE,158296.23,3,db485c8d3a75b8e080ab4e56ee712dac2a82ee9f
CHIEF OF POLICE,OFFICE OF THE CHIEF,153500.09,4,aff717def91972ac199e6ea8fab421000e5066df
ADMINISTRATIVE FIRE CHIEF,POUDRE FIRE AUTHORITY,146099.98,5,902dc2678138623973ade19a1ab3be7c6b391316
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,144800.56,6,9a7cf41869961be90ced355d254f0c4f12034a49
ASSISTANT CITY MANAGER,CITY MANAGER'S OFFICE,143035.73,7,e534ee9c15497e69064e254a1db3fb394f4545bd
CHIEF FINANCIAL OFFICER,FINANCE ADMINISTRATION,132499.91,8,2228de961eed22b3963905015db63ef155da744d
DIRECTOR OF CPRE,COMMUNITY SERVICES ADMIN,130435.97,9,45161009f6e888e7191c89594afd18469ebf3542
DIVISION CHIEF,POUDRE FIRE AUTHORITY,127811.48,10,bbe3cde069707576b7f4799edaafd9316083d9e3
DIRECTOR OF PDT,PDT ADMINISTRATION,127303.18,11,271bad30f0185f6fd5af59f6a0b74b62ce3f0091
LIGHT AND POWER OPERATIONS MGR,L&P OPERATIONS SERVICE UNIT,127153.65,12,3fbd47a64dcf28e3fa2af1c3cea1a04bbdfd95ab
POLICE SERGEANT,OFFICE OF THE CHIEF,124317.16,13,31aa71f58e58db9f7e58f91ed9568628fcef51df
POLICE CAPTAIN,INVESTIGATIONS,123137.92,14,b130a9c50ca68bb6dc0247fb3c681d9dbdf9ece1
POLICE CAPTAIN,PATROL,123137.92,15,9a1437b4881330f8cc401484c24efa3920bc1df5
POLICE CAPTAIN,OFFICE OF THE CHIEF,123137.92,16,da8999c373dfc1fb6bdef5ed4e4fc30a78d15c3a
POLICE CAPTAIN,POLICE INFORMATION SERVICES,123137.92,17,d0fee77c1fbc18b355f0427d66d4e5248b560124
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,121015.29,18,d9748c1d223ff0a888acea5d3215b82727753c7e
DIVISION CHIEF,POUDRE FIRE AUTHORITY,120618.00,19,e8a9666dcaeafd1b0425f63e1c188520b61246b3
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,120225.65,20,3ee9479e0e4577a8377ed39991eab3cce8fceaff
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,118480.67,21,50e53d6b0b648234e07c183a2feaf4f26bce3e3e
BATTALION CHIEF II - 40 HR/WK,POUDRE FIRE AUTHORITY,117971.00,22,679c7ffc6d9ba595545bf20a672924ef735ab69c
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,117662.62,23,0a1c275b108aee8bc93a7a6ab4b4be137fb0a9bb
SUPERVISORY ELECT SYS OPERATOR,UT ELEC SYSTEM DESIGN & IT DIV,117556.96,24,c5f4476f5d0eee3ba2b4662e9bd2a47c117f14aa
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,117551.12,25,7288a5d9c7ef84b4c15bb0fc1df97c25b2076d13
LIBRARY DIRECTOR,LIBRARY DISTRICT,117211.58,26,545ef9f2b9cc33dbf654fee52fde5e4dc3ec6040
POLICE SERGEANT,INVESTIGATIONS,117075.14,27,b5fc77f66fec535fe65c8e7605f36f59322b0323
CAPTAIN I - 56 HR/WK,POUDRE FIRE AUTHORITY,116900.88,28,702f73fe81461305adfc8b136c9705da761eaa26
DEPUTY CITY ATTORNEY,CITY ATTORNEY'S OFFICE,116799.60,29,877cc5bf6902d03123bd4b2be8645391f62182de
CAPTAIN II - 40 HR/WK,POUDRE FIRE AUTHORITY,116262.09,30,b78066781fdbc1c0040a7826c8e494f749510c27
TRAINING CAPTAIN - 40 HR/WK,POUDRE FIRE AUTHORITY,115887.94,31,085d1dc39e8bf166f0069086d8759bc5e4ff2a71
WATER ENG FIELD OPERATIONS MGR,UT WATER SYSTEMS ENGR DIV,115750.08,32,186dda308a24cf88f588775cfee971f53b53c0fb
DEPUTY CITY ATTORNEY,CITY ATTORNEY'S OFFICE,115692.08,33,d7cc623f6f36b7e870c15c4c0a4a20b53baf0594
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,115279.49,34,061fdc8e3623385bf545b62b2c4231014602a2e3
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,115032.20,35,fef80c4e3b3ab8f0d61df458c210ba2a64148aee
BATTALION CHIEF II - 40 HR/WK,POUDRE FIRE AUTHORITY,114203.00,36,4b8504517b212c7bfdf0badfc47e8543f644896e
UTIL CUST CONNECTIONS MGR,UTILITIES CUSTOMER CONNECTIONS,114097.42,37,f560ca3d8862dc2f02b79c768f746c1f1060a371
POLICE SERGEANT,PATROL,113876.11,38,89b4cecbaa7e2b6c26981f1c1ae55584b72ab6fe
BATTALION CHIEF II - 40 HR/WK,POUDRE FIRE AUTHORITY,112859.00,39,5ffad055afde40689df366bc8347277642d55588
BATTALION CHIEF I - 56 HR/WK,POUDRE FIRE AUTHORITY,112552.62,40,96aacf46903a735374617ef8d05aef1eee177a34
